# MNC actor list for TABARI coding
# 
# This work was funded by US National Science Foundation grant SES-0719634
#
# This work is licensed under a Creative Commons
# Attribution-NonCommercial 3.0 Unported License.
#
# This dictionary is provided by the Computational Event Data System Project:
# http://eventdata.parusanalytics.com
#
# Last update [documentation only]: 2 October 2013

AFRICAN_COMMUNITY_PUBLISHING_AND_DEVELOPMENT_TRUST_	[MNCAFRMED]; NGO_Actors
AFRICA_CONFIDENTIAL_	[MNCAFRMED]; NGO_Actors
AFRICA_RESEARCH_BULLETIN_	[MNCAFRMED]; NGO_Actors
AIRASIA_	[MNCSEA] ;MleH 06 Jul 2009; NGO_Actors
ARCELOR_MITTAL_	[MNCLUX] ;MleH 06 Jul 2009 06 Jul 2009; NGO_Actors
ARTHUR_ANDERSEN_	[MNCUSA]; NGO_Actors
ASSOCIATES_FOR_INTERNATIONAL_RESOURCES_AND_DEVELOPMENT_	[MNCUSADEV]; NGO_Actors
BHP_BILLITON_	[MNCAUS] ;MleH 06 Jul 2009; NGO_Actors
BRAHMOS_AEROSPACE_	[MNCMIL] ;MleH 06 Jul 2009; NGO_Actors
BRITISH_GAS_INDIA_	[MNCGBR] ;MleH 06 Jul 2009; NGO_Actors
CHEVRON_	[MNC]; NGO_Actors
CHIEF_EXECUTIVE_OFFICER_OF_THE_MILLENIUM_CHALLENGE_CORPORATION_	[MNCUSA]; NGO_Actors
CHIEF_EXECUTIVE_OF_MCC_	[MNCUSA]; NGO_Actors
DAEWOO_	[MNCKOR] ;MleH 06 Jul 2009; NGO_Actors
E._SLACK_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
E_SLACK_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
FOREIGN_OWNED VESSEL_	[MNC] ;MleH 24 Jul 2009; NGO_Actors
GAS_AUTHORITY_OF_INDIA_	[MNCIND] ;MleH 06 Jul 2009; NGO_Actors
GRANGER_TELECOM_ [MNCGBRMED]; NGO_Actors
GRINDLAYS_	[MNCGBR]; British bank; NGO_Actors
HITACHI_	[MNCJPN]; NGO_Actors
HONDA_	[MNCJPN] ;MleH 10 Aug 2009; NGO_Actors
HUTCHISON_ESSAR_	[MNCINDMED]; NGO_Actors
HYUNDAI_	[MNCKOR] ;MleH 29 Jul 2009; NGO_Actors
INFOSYS_	[MNCINDMED]; NGO_Actors
JEUNE_AFRIQUE_	[MNCAFRMED]; but published in Paris; NGO_Actors
LENOVO_	[MNCHKG] ;MleH 06 Jul 2009; NGO_Actors
LOCKHEED_MARTIN_	[MNCUSA] ;MleH 10 Jul 2009; NGO_Actors
MNCS_	[MNC] ;MleH 10 Aug 2009; NGO_Actors
MNC_	[MNC] ;MleH 10 Aug 2009; NGO_Actors
MOODY'S_INVESTORS_SERVICE_	[MNC]; Banking; NGO_Actors
NEWMONT_CORPORATION_	[MNC]; Mining; NGO_Actors
NEWMONT_MINING_CORPORATION_	[MNC]; NGO_Actors
NOVARTIS_	[MNCCHEHLH] ;MleH 09 Jul 2009; NGO_Actors
R._BERZOK_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
RELIANCE_INDUSTRIES_	[MNCIND] ;MleH 06 Jul 2009; NGO_Actors
ROBERT_BERZOK_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
ROLLS_ROYCE_GROUP_	[MNCGBR] ;MleH 07 Aug 2009; NGO_Actors
R_BERZOK_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
R_S_BUTOLA_	[MNCIND] ;MleH 24 Jul 2009; NGO_Actors
SANDLINE_	[MNCUAF]; American mercenary corporation; NGO_Actors
STEVEDORING_SERVICES_	[MNCLAB]; Cargo handling; NGO_Actors
T._FAILLA_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
TEXACO_	[MNC]; Oil; NGO_Actors
TOM_FAILLA_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
TOYOTA_	[MNCJPN] ;ELH 13 Jul 2009, ed. MleH; NGO_Actors
T_FAILLA_	[MNCUSA]; Union Carbide spokesman; NGO_Actors
UNION_CARBIDE_	[MNCUSA]; primarily chemical processes and manufacture; NGO_Actors
UNION_TEXAS_	[MNC]; Oil; NGO_Actors
UNITED_MERIDIAN_CORPORATION_	[MNC]; NGO_Actors
UNOCAL_	[MNC]; Oil; NGO_Actors
USA_GLOBAL_LINK_	[MNC]; Telecom; NGO_Actors
VIDEOCON_INDUSTRIES_	[MNCIND] ;MleH 06 Jul 2009; NGO_Actors
VODAFONE_	[MNCGBRMED]; NGO_Actors
ABN_AMRO_	[NLDGOVBUS >081004][MNCNLD]	; recoded from SAE files
ADAMS_EXPRESS_COMPANY_	[MNCUSA]	; n/a	$828,000,000
ADAMS_RESOURCES_&_ENERGY_	[MNCUSA]	; Oil Refining/Marketing	$71,000,000
ADC_TELECOMMUNICATIONS_	[MNCUSAMED]	; Telecommunications Equipment	$1,000,000,000
ADCARE_HEALTH_SYSTEMS_	[MNCHLH]	;Hospital/Nursing Management	$25,000,000
ADDUS_HOMECARE_CORPORATION_	[MNCUSAHLH]	; Medical/Nursing Services	$49,000,000
ADMINISTAFF_	[MNCUSA]	; Professional Services	$602,000,000
ADMINISTRADORA_DE_FONDOS_DE_PENSIONES-PROVIDA_	[MNC]	; Property-Casualty Insurers	$297,000,000
ADOBE_SYSTEMS_	[MNCUSA]	; Computer Software: Prepackaged Software	$15,000,000,000
ADTRAN_	[MNCUSAMED]	; Telecommunications Equipment	$2,000,000,000
ADVANCE_AMERICA_CASH_ADVANCE_CENTERS_	[MNC]	; Finance: Consumer Services	$225,000,000
ADVANCE_AUTO_PARTS_	[MNCUSA]	; Other Specialty Stores	$4,000,000,000
ADVANCED_ANALOGIC_TECHNOLOGIES_INC_	[MNCUSA]	; Semiconductors	$143,000,000
ADVANCED_BATTERY_TECHNOLOGIES_INC_	[MNCUSA]	; Industrial Machinery/Components	$250,000,000
ADVANCED_ENERGY_INDUSTRIES_INC_	[MNCUSA]	; Industrial Machinery/Components	$679,000,000
ADVANCED_MICRO_DEVICES_INC_	[MNCUSA]	; Semiconductors	$4,000,000,000
ADVANCED_SEMICONDUCTOR_ENGINEERING_	[MNCTWN]	; Semiconductors	$196,000,000
ADVANTAGE_OIL_&_GAS_	[MNCCAN]	; Oil & Gas Production	$1,000,000,000
ADVANTEST_CORPORATION_	[MNCJPN]	; Semiconductors	$37,000,000
ADVENT_SOFTWARE_	[MNCUSA]	; EDP Services	$1,000,000,000
AECOM_TECHNOLOGY_	[MNC]	;Military/Government/Technical	$2,000,000,000
AEGEAN_MARINE_PETROLEUM_NETWORK_	[MNC]	; Oil Refining/Marketing	$701,000,000
AEGON_NV_	[MNCNLD]	; Life Insurance	$444,000,000
AEP_INDUSTRIES_	[MNCUSA]	; Specialty Chemicals	$166,000,000
AERCAP_HOLDINGS_	[MNC]	; Diversified Commercial Services	$1,000,000,000
AEROPOSTALE_INC_	[MNCUSA]	; Clothing/Shoe/Accessory Stores	$2,000,000,000
AEROVIRONMENT_	[MNCUSA]	; Aerospace	$522,000,000
AETERNA_ZENTARIS_	[MNCCANHLH]	; Major Pharmaceuticals	$94,000,000
AETNA_INC_	[MNCUSAHLH]	; Medical Specialities	$12,000,000,000
AFC_ENTERPRISES_	[MNCUSA]	; Restaurants	$303,000,000
AFFILIATED_MANAGERS_GROUP_INC_	[MNCUSA]	; Investment Managers	$3,000,000,000
AFFYMAX_	[MNCUSAHLH]	; Major Pharmaceuticals	$145,000,000
AFFYMETRIX_	[MNCUSA]	; Biotechnology: Laboratory Analytical Instruments	$316,000,000
AFLAC_	[MNCUSA]	; Accident &Health Insurance	$23,000,000,000
AGA_MEDICAL_HOLDINGS_INC_	[MNCUSAHLH]	; Biotechnology: Electromedical & Electrotherapeutic Apparatus	$740,000,000
AGCO_CORPORATION_	[MNCUSA]	; Industrial Machinery/Components	$3,000,000,000
AGFEED_INDUSTRIES_	[MNCCHNAGR]	; Farming/Seeds/Milling	$113,000,000
AGIC_INTERNATIONAL_	[MNC]	; n/a	$142,000,000
AGILENT_TECHNOLOGIES_	[MNCUSA]	; Electrical Products	$10,000,000,000
AGILITY_PUBLIC_WAREHOUSING_CO_	[MNCKWT]	; converted from SAE files
AGILYSYS_	[MNCUSA]	; Electronic Components	$114,000,000
AGL_RESOURCES_	[MNCUSA]	; Oil/Gas Transmission	$2,000,000,000
AGNICO_EAGLE_MINES_	[MNCCAN]	; Precious Metals	$10,000,000,000
AGREE_REALTY_CORPORATION_	[MNCUSA]	; Real Estate Investment Trusts	$238,000,000
AGRIA_CORPORATION_	[MNCAGR]	; Farming/Seeds/Milling	$39,000,000
AGRICULTURAL_BANK_OF_CHINA_	[MNCCHN]	; recoded from SAE files
AGRIUM_INC_	[MNCCANAGR]	; Agricultural Chemicals	$11,000,000,000
AIR_METHODS_CORP_	[MNCUSA]	; Transportation Services	$510,000,000
AIR_PRODUCTS_AND_CHEMICALS_INC_	[MNCUSA]	; Major Chemicals	$16,000,000,000
AIR_TRANSPORT_SERVICES_GROUP_	[MNCUSA]	; Air Freight/Delivery Services	$317,000,000
AIRCASTLE_LIMITED_	[MNC]	;Diversified Commercial Services	$699,000,000
AIRGAS_INC_	[MNCUSA]	; Industrial Machinery/Components	$5,000,000,000
AIRMEDIA_GROUP_	[MNCCHNMED]	; Advertising	$257,000,000
AIRTRAN_HOLDINGS_	[MNCUSA]	; Air Freight/Delivery Services	$643,000,000
AIXTRON_AKTIENGESELLSCHAFT_	[MNCDEU]	; Industrial Machinery/Components	$2,000,000,000
AK_STEEL_HOLDING_CORPORATION_	[MNCUSA]	; Steel/Iron Ore	$1,000,000,000
AKAMAI_TECHNOLOGIES_	[MNCUSA]	; Business Services	$8,000,000,000
AKORN_INC_	[MNCUSAHLH]	; Major Pharmaceuticals	$345,000,000
ALABAMA_POWER_COMPANY_	[MNCUSA]	; Electric Utilities: Central	$1,000,000,000
ALAMO_GROUP_	[MNCUSA]	; Industrial Machinery/Components	$257,000,000
ALASKA_AIR_GROUP_	[MNCUSA]	; Air Freight/Delivery Services	$1,000,000,000
ALASKA_COMMUNICATIONS_SYSTEMS_GROUP_	[MNCUSAMED]	; Telecommunications Equipment	$426,000,000
ALBANY_INTERNATIONAL_CORPORATION_	[MNCUSA]	; Textiles	$548,000,000
ALBANY_MOLECULAR_RESEARCH_	[MNCUSA]	; Biotechnology: Commercial Physical & Biological Resarch	$204,000,000
ALBEMARLE_CORPORATION_	[MNCUSA]	; Major Chemicals	$3,000,000,000
ALBERTO_CULVER_CO_	[MNCUSA]	; Package Goods/Cosmetics	$3,000,000,000
ALCATEL_LUCENT_	[MNCFRAMED]	; Telecommunications Equipment	$1,000,000,000
ALCOA_INC_	[MNCUSA]	; Metal Fabrications	$11,000,000,000
ALCON_INC_	[MNCCHE]	; Ophthalmic Goods	$49,000,000,000
ALERE_INC_	[MNCUSA]	; Biotechnology: In Vitro & In Vivo Diagnostic Substances	$2,000,000,000
ALEXANDER_&_BALDWIN_INC_	[MNCUSA]	; Marine Transportation	$1,000,000,000
ALEXANDER'S_INC_	[MNCUSA]	; Real Estate Investment Trusts	$1,000,000,000
ALEXANDRIA_REAL_ESTATE_EQUITIES_	[MNCUSA]	; Real Estate Investment Trusts	$3,000,000,000
ALEXCO_RESOURCE_CORP_	[MNC]	;Precious Metals	$201,000,000
ALEXION_PHARMACEUTICAL_	[MNCUSAHLH]	; Major Pharmaceuticals	$5,000,000,000
ALEXZA_PHARMACEUTICAL_	[MNCUSAHLH]	; Major Pharmaceuticals	$180,000,000
ALICO_INC_	[MNCUSAAGR]	; Farming/Seeds/Milling	$156,000,000
ALIGN_TECHNOLOGY_INC_	[MNCUSA]	; Industrial Specialties	$1,000,000,000
ALIMERA_SCIENCES_	[MNCUSAHLH]	; Major Pharmaceuticals	$281,000,000
ALKERMES_	[MNCUSAHLH]	; Major Pharmaceuticals	$1,000,000,000
ALLEGHANY_CORPORATION_	[MNCUSA]	; Property-Casualty Insurers	$2,000,000,000
ALLEGHENY_ENERGY_	[MNCUSA]	; Electric Utilities: Central	$4,000,000,000
ALLEGHENY_TECHNOLOGIES_	[MNCUSA]	; Steel/Iron Ore	$4,000,000,000
ALLEGIANT_TRAVEL_COMPANY_	[MNCUSA]	; Air Freight/Delivery Services	$764,000,000
ALLERGAN_INC_	[MNCUSAHLH]	; Major Pharmaceuticals	$19,000,000,000
ALLETE_INC_	[MNCUSA]	; Power Generation	$1,000,000,000
ALLIANCE_CALIFORNIA_MUNICIPAL_INCOME_FUND_	[MNCUSA]	;n/a	$124,000,000
ALLIANCE_CAPITAL_MANAGEMENT_HOLDING_	[MNCUSA]	; Investment Managers	$2,000,000,000
ALLIANCE_DATA_SYSTEMS_	[MNCUSA]	; Business Services	$3,000,000,000
ALLIANCE_FIBER_OPTIC_PRODUCTS_	[MNCUSA]	; n/a	$70,000,000
ALLIANCE_FINANCIAL_CORPORATION_	[MNCUSA]	; Major Banks	$138,000,000
ALLIANCE_HEALTHCARE_SERVICES_	[MNCUSAHLH]	; Medical Specialities	$236,000,000
ALLIANCE_HOLDINGS_GP_	[MNCUSA]	; Coal Mining	$2,000,000,000
ALLIANCE_NATIONAL_MUNICIPAL_INCOME_FUND_	[MNCUSA]	;n/a	$418,000,000
ALLIANCE_NEW_YORK_MUNICIPAL_INCOME_FUND_	[MNCUSA]	; n/a	$71,000,000
ALLIANCE_ONE_INTERNATIONAL_	[MNCUSAAGR]	; Farming/Seeds/Milling	$364,000,000
ALLIANCE_RESOURCE_PARTNERS_	[MNCUSA]	; Coal Mining	$2,000,000,000
ALLIANCE_WORLD_DOLLAR_GOVERNMENT_FUND_II_	[MNCUSA]	; n/a	$1,000,000,000
ALLIANCEBERNSTEIN_INCOME_FUND_	[MNC]	;n/a	$1,000,000,000
ALLIANT_ENERGY_CORPORATION_	[MNCUSA]	; Power Generation	$3,000,000,000
ALLIANT_TECHSYSTEMS_INC_	[MNCUSA]	; Military/Government/Technical	$2,000,000,000
ALLIED_CAPITAL_CORPORATION_	[MNCUSA]	; n/a	$171,000,000
ALLIED_HEALTHCARE_INTERNATIONAL_	[MNCUSAHLH]	; Medical/Nursing Services	$99,000,000
ALLIED_IRISH_BANKS_	[MNCIRL]	; Commercial Banks	$269,000,000
ALLIED_NEVADA_GOLD_CORP_	[MNCUSA]	; Precious Metals	$2,000,000,000
ALLIED_WORLD_ASSURANCE_COMPANY_	[MNC]	; Property-Casualty Insurers	$2,000,000,000
ALLIS_CHALMERS_CORP_	[MNCUSA]	; Oilfield Services/Equipment	$293,000,000
ALLOS_THERAPEUTICS_	[MNCUSAHLH]	; Major Pharmaceuticals	$429,000,000
ALLOT_COMMUNICATIONS_	[MNCISRHLH]	; Computer Communications Equipment	$124,000,000
ALLOY_INC_	[MNCUSAMED]	; Advertising	$125,000,000
ALLSCRIPTS_HEALTHCARE_SOLUTIONS_	[MNCUSA]	; EDP Services	$2,000,000,000
ALLSTATE_CORPORATION_	[MNCUSA]	; Property-Casualty Insurers	$15,000,000,000
ALMADEN_MINERALS_	[MNC]	; Precious Metals	$131,000,000
ALMANIJ_	[MNCBEL]	; converted from SAE files
ALMOST_FAMILY_INC_	[MNCUSAHLH]	; Medical/Nursing Services	$236,000,000
ALNYLAM_PHARMACEUTICAL_	[MNCUSAHLH]	; Major Pharmaceuticals	$621,000,000
ALON_HOLDINGS_BLUE_SQUARE_ISRAEL_	[MNCISR]	; Department/Specialty Retail Stores	$4,000,000
ALON_USA_ENERGY_	[MNC]	; Integrated oil Companies	$307,000,000
ALPHA_AND_OMEGA_SEMICONDUCTOR_	[MNCUSA]	; Semiconductors	$252,000,000
ALPHA_NATURAL_RESOURCES_INC_	[MNC]	; Coal Mining	$4,000,000,000
ALPHA_PRO_TECH_	[MNCCAN]	; Industrial Specialties	$35,000,000
ALPHATEC_HOLDINGS_	[MNCUSAHLH]	; Medical/Dental Instruments	$196,000,000
ALPINE_GLOBAL_DYNAMIC_DIVIDEND_FUND_	[MNC]	;n/a	$152,000,000
ALPINE_GLOBAL_PREMIER_PROPERTIES_FUND_	[MNCUSA]	; n/a	$667,000,000
ALPINE_TOTAL_DYNAMIC_DIVIDEND_FUND_	[MNC]	;n/a	$1,000,000,000
ALTAIR_NANOTECHN_	[MNCUSA]	; Major Chemicals	$64,000,000
ALTERA_CORPORATION_	[MNCUSA]	; Semiconductors	$8,000,000,000
ALTERRA_CAPITAL_HOLDINGS_	[MNCBMU]	; Property-Casualty Insurers	$2,000,000,000
ALTISOURCE_PORTFOLIO_SOLUTIONS_	[MNCUSA]	; Other Consumer Services	$672,000,000
ALTO_PALERMO_	[MNCARG]	; Building operators	$183,000,000
ALTRA_HOLDINGS_	[MNCUSA]	; Industrial Machinery/Components	$378,000,000
ALTRIA_GROUP_	[MNCUSAAGR]	; Farming/Seeds/Milling	$47,000,000,000
ALUMINA_LTD_	[MNC]	;Metal Fabrications	$231,000,000
ALUMINUM_CORPORATION_OF_CHINA_	[MNCCHN]	; Aluminum	$334,000,000
ALVARION_LTD_	[MNCISRMED]	; Telecommunications Equipment	$121,000,000
AMAG_PHARMACEUTICALS_	[MNCUSAHLH]	; Biotechnology: In Vitro & In Vivo Diagnostic Substances	$534,000,000
AMARIN_CORPORATION_	[MNCGBRHLH]	; Major Pharmaceuticals	$299,000,000
AMAZON.COM_	[MNCUSAMED]	; Catalog/Specialty Distribution	$61,000,000,000
AMB_PROPERTY_CORP_	[MNCUSA]	; Real Estate Investment Trusts	$4,000,000,000
AMBAC_FINANCIAL_GROUP_	[MNCUSA]	; Property-Casualty Insurers	$167,000,000
AMBASSADORS_GROUP,_INC_	[MNCUSA]	; Other Consumer Services	$210,000,000
AMCOL_INTERNATIONAL_CORPORATION_	[MNCUSA]	; Mining & Quarrying of Nonmetallic Minerals (No Fuels)	$832,000,000
AMDOCS_LIMITED_	[MNCUSA]	; EDP Services	$5,000,000,000
AMEDISYS_	[MNCUSAHLH]	; Medical/Nursing Services	$719,000,000
AMERCO_	[MNCUSA]	; Rental/Leasing Companies	$1,000,000,000
AMEREN_CORPORATION_	[MNCUSA]	; Power Generation	$6,000,000,000
AMERICA_FIRST_MORTGAGE_INVESTMENTS_	[MNCUSA]	; Real Estate Investment Trusts	$2,000,000,000
AMERICA_FIRST_TAX_EXEMPT_INVESTORS_	[MNCUSA]	; Finance: Consumer Services	$169,000,000
AMERICA_MOVIL_	[MNCMEXMED]	; Telecommunications Equipment	$1,000,000,000
AMERICA_SERVICE_GROUP_	[MNCUSA]	; Hospital/Nursing Management	$133,000,000
AMERICAN_APPAREL_INC_	[MNC]	;Business Services	$75,000,000
